"","Age","Gender","Education.Level","Job.Title","Years.of.Experience","Salary","Country","Race","Senior"
"6072",40,"Female",1,"Financial Manager",16,215000,"China","Chinese",0
"6073",27,"Male",1,"Product Designer",2,55000,"USA","African American",0
"6074",32,"Female",3,"Data Scientist",9,145000,"Australia","White",0
"6075",29,"Male",1,"Marketing Analyst",NA,75000,"UK","White",0
"6076",33,"Female",2,"Marketing Manager",9,135000,"Australia","Asian",0
"6077",27,"Male",1,"Software Engineer",3,NA,"Australia","Asian",0
"6078",36,"Female",3,"Research Scientist",13,185000,"China","Chinese",0
"6079",25,"Male",1,"Product Manager",1,60000,"China","Chinese",0
"6080",30,"Female",1,"Marketing Coordinator",5,NA,"USA","Asian",0
"6081",34,"Male",3,"Research Director",12,170000,"China","Korean",0
"6082",28,"Female",1,"Marketing Analyst",3,65000,"USA","African American",0
"6083",32,"Male",1,"Product Manager",7,120000,"China","Korean",0
"6084",24,"Female",0,"Receptionist",0,25000,"Australia","White",0
"6085",38,"Male",2,"Marketing Director",14,195000,"USA","Asian",0
"6086",40,"Female",1,"Financial Manager",16,215000,"UK","White",0
"6087",27,"Male",1,"Product Designer",2,55000,"USA","African American",0
"6088",32,"Female",3,"Data Scientist",9,145000,"Canada","White",0
"6089",29,"Male",1,"Marketing Analyst",NA,75000,"USA","Hispanic",0
"6090",33,"Female",2,"Marketing Manager",9,135000,"China","Korean",0
"6091",27,"Male",1,"Software Engineer",3,80000,"UK","Welsh",0
"6092",36,"Female",3,"Research Scientist",NA,NA,"Australia","Australian",0
"6093",25,"Male",1,"Product Manager",NA,60000,"UK","Welsh",0
"6094",30,"Female",1,"Marketing Coordinator",NA,95000,"USA","White",0
"6095",34,"Male",3,"Research Director",12,170000,"USA","Asian",0
"6096",28,"Female",1,"Marketing Analyst",NA,65000,"UK","Welsh",0
"6097",32,"Male",1,"Product Manager",7,120000,"UK","Mixed",0
"6098",24,"Female",0,"Receptionist",0,25000,"USA","Asian",0
"6099",38,"Male",2,"Marketing Director",14,195000,"USA","White",0
"6100",40,"Female",1,"NaN",16,215000,"China","White",0
"6101",27,"Male",1,"Product Designer",2,55000,"USA","Hispanic",0
"6102",32,"Female",3,"Data Scientist",9,145000,"China","White",0
"6103",29,"Male",1,"Marketing Analyst",4,75000,"UK","Mixed",0
"6104",33,"Female",2,"Marketing Manager",9,135000,"UK","White",0
"6105",27,"Male",1,"Software Engineer",3,80000,"Australia","Asian",0
"6106",36,"Female",3,"Research Scientist",NA,185000,"Canada","White",0
"6107",25,"Male",1,"Product Manager",1,60000,"Canada","Asian",0
"6108",30,"Female",1,"Marketing Coordinator",5,95000,"China","White",0
"6109",34,"Male",3,"Research Director",NA,170000,"Australia","Asian",0
"6110",28,"Female",1,"Marketing Analyst",3,65000,"China","White",0
"6111",32,"Male",1,"Product Manager",7,120000,"Australia","Asian",0
"6112",24,"Female",0,"Receptionist",0,25000,"China","Chinese",0
"6113",38,"Male",2,"Marketing Director",14,195000,"China","Chinese",0
"6114",40,"Female",1,"Financial Manager",16,215000,"China","White",0
"6115",26,"Female",2,"Software Engineer",2,NA,"China","Korean",0
"6116",39,"Male",3,"Research Scientist",14,185000,"UK","White",0
"6117",32,"Female",1,"Marketing Manager",7,120000,"Canada","White",0
"6118",28,"Male",1,"Graphic Designer",3,60000,"Canada","Asian",0
"6119",35,"Female",2,"Data Scientist",10,145000,"UK","Asian",0
"6120",29,"Male",1,"Marketing Analyst",4,75000,"China","Chinese",0
"6121",33,"Female",2,"Product Manager",8,135000,"USA","Hispanic",0
"6122",27,"Male",1,"Software Engineer",2,70000,"Australia","Australian",0
"6123",36,"Female",3,"Research Director",12,175000,"China","Korean",0
"6124",24,"Male",0,"Delivery Driver",0,28000,"Australia","White",0
"6125",38,"Male",2,"Marketing Director",14,195000,"Canada","Asian",0
"6126",40,"Female",1,"Financial Manager",16,215000,"Canada","Black",0
"6127",27,"Male",1,"Product Designer",2,55000,"China","Korean",0
"6128",32,"Female",3,"Data Scientist",9,145000,"Canada","Black",0
"6129",29,"Male",1,"Marketing Analyst",NA,75000,"USA","White",0
"6130",33,"Female",2,"Marketing Manager",9,135000,"Australia","Australian",0
"6131",27,"Male",1,"Software Engineer",3,80000,"China","Chinese",0
"6132",36,"Female",3,"Research Scientist",13,185000,"UK","Asian",0
"6133",25,"Male",1,"Product Manager",1,60000,"China","Korean",0
"6134",30,"Female",1,"Marketing Coordinator",5,95000,"UK","Welsh",0
"6135",34,"Male",3,"Research Director",12,170000,"UK","Welsh",0
"6136",28,"Female",1,"Marketing Analyst",3,65000,"UK","White",0
"6137",32,"Male",1,"Product Manager",NA,120000,"Australia","Asian",0
"6138",24,"Female",0,"Receptionist",0,25000,"USA","White",0
"6139",38,"Male",2,"Marketing Director",14,195000,"UK","White",0
"6140",40,"Female",1,"Financial Manager",16,215000,"USA","Hispanic",0
"6141",27,"Male",1,"Product Designer",2,55000,"UK","Mixed",0
"6142",32,"Female",3,"Data Scientist",9,145000,"Canada","Asian",0
"6143",29,"Male",1,"Marketing Analyst",4,75000,"Australia","Australian",0
"6144",33,"Female",2,"Marketing Manager",9,135000,"Canada","Asian",0
"6145",27,"Male",1,"NaN",3,80000,"Australia","Australian",0
"6146",36,"Female",3,"Research Scientist",13,185000,"China","White",0
"6147",25,"Male",1,"Product Manager",1,60000,"Canada","Asian",0
"6148",30,"Female",1,"Marketing Coordinator",5,95000,"China","Chinese",0
"6149",34,"Male",3,"Research Director",12,170000,"UK","Asian",0
"6150",28,"Female",1,"Marketing Analyst",3,NA,"USA","African American",0
"6151",32,"Male",1,"Product Manager",7,120000,"UK","Mixed",0
"6152",24,"Female",0,"Receptionist",0,NA,"China","Korean",0
"6153",38,"Male",2,"Marketing Director",14,195000,"UK","White",0
"6154",40,"Female",1,"Financial Manager",16,215000,"Australia","White",0
"6155",27,"Male",1,"Product Designer",NA,55000,"Canada","Black",0
"6156",32,"Female",3,"Data Scientist",9,145000,"USA","White",0
"6157",29,"Male",1,"Marketing Analyst",4,75000,"China","White",0
"6158",33,"Female",2,"Marketing Manager",9,135000,"Canada","White",0
"6159",27,"Male",1,"Software Engineer",3,80000,"Canada","Black",0
"6160",36,"Female",3,"Research Scientist",13,185000,"Australia","Australian",0
"6161",25,"Male",1,"Product Manager",1,60000,"UK","Asian",0
"6162",30,"Female",1,"Marketing Coordinator",NA,95000,"Australia","White",0
"6163",34,"Male",3,"Research Director",12,170000,"Australia","White",0
"6164",28,"Female",1,"Marketing Analyst",3,65000,"Canada","White",0
"6165",32,"Male",1,"Product Manager",NA,120000,"USA","Hispanic",0
"6166",24,"Female",0,"Receptionist",0,25000,"Australia","Asian",0
"6167",38,"Male",2,"Marketing Director",14,195000,"Canada","White",0
"6168",40,"Female",1,"Financial Manager",NA,215000,"China","White",0
"6169",27,"Male",1,"Product Designer",2,55000,"Canada","White",0
"6170",32,"Female",3,"Data Scientist",9,145000,"UK","White",0
"6171",29,"Male",1,"Marketing Analyst",4,75000,"Canada","Asian",0
"6172",33,"Female",2,"Marketing Manager",9,135000,"UK","Welsh",0
"6173",27,"Male",1,"Software Engineer",3,80000,"USA","Asian",0
"6174",36,"Female",3,"Research Scientist",13,185000,"USA","Asian",0
"6175",25,"Male",1,"Product Manager",1,60000,"USA","African American",0
"6176",30,"Female",1,"Marketing Coordinator",5,95000,"China","Chinese",0
"6177",34,"Male",3,"Research Director",NA,170000,"China","Korean",0
"6178",28,"Female",1,"Marketing Analyst",3,NA,"UK","Asian",0
"6179",32,"Male",1,"Product Manager",7,120000,"USA","Asian",0
"6180",24,"Female",0,"Receptionist",NA,25000,"China","White",0
"6181",38,"Male",2,"Marketing Director",NA,195000,"USA","African American",0
"6182",40,"Female",1,"Financial Manager",16,215000,"Canada","White",0
"6183",27,"Male",1,"Product Designer",2,55000,"China","Korean",0
"6184",32,"Female",3,"Data Scientist",9,145000,"China","Korean",0
"6185",29,"Male",1,"Marketing Analyst",NA,75000,"Canada","Asian",0
"6186",33,"Female",2,"Marketing Manager",9,135000,"Australia","Australian",0
"6187",27,"Male",1,"Software Engineer",3,80000,"China","Korean",0
"6188",36,"Female",3,"Research Scientist",13,185000,"Australia","Australian",0
"6189",25,"Male",1,"Product Manager",NA,60000,"UK","Asian",0
"6190",30,"Female",1,"Marketing Coordinator",5,95000,"USA","Hispanic",0
"6191",34,"Male",3,"Research Director",12,170000,"UK","Mixed",0
"6192",28,"Female",1,"Marketing Analyst",3,NA,"UK","Mixed",0
"6193",32,"Male",1,"Product Manager",7,120000,"Canada","White",0
"6194",24,"Female",0,"Receptionist",0,NA,"Australia","Australian",0
"6195",38,"Male",2,"NaN",NA,195000,"China","Chinese",0
"6196",40,"Female",1,"Financial Manager",16,215000,"China","White",0
"6197",27,"Male",1,"Product Designer",2,55000,"China","White",0
"6198",32,"Female",3,"NaN",9,145000,"China","White",0
"6199",29,"Male",1,"Marketing Analyst",4,75000,"UK","Mixed",0
"6200",33,"Female",2,"Marketing Manager",9,135000,"China","Korean",0
"6201",27,"Male",1,"NaN",3,80000,"Australia","White",0
"6202",36,"Female",3,"Research Scientist",NA,NA,"Australia","White",0
"6203",25,"Male",1,"Product Manager",NA,60000,"UK","Mixed",0
"6204",30,"Female",1,"Marketing Coordinator",5,95000,"China","Korean",0
"6205",34,"Male",3,"Research Director",12,170000,"UK","Asian",0
"6206",28,"Female",1,"Marketing Analyst",3,65000,"UK","Welsh",0
"6207",32,"Male",1,"Product Manager",7,120000,"Canada","Asian",0
"6208",24,"Female",0,"Receptionist",0,25000,"Australia","White",0
"6209",38,"Male",2,"Marketing Director",NA,195000,"USA","Asian",0
"6210",40,"Female",1,"Financial Manager",16,215000,"Australia","White",0
"6211",27,"Male",1,"Product Designer",2,55000,"China","Chinese",0
"6212",32,"Female",3,"Data Scientist",NA,145000,"UK","Asian",0
"6213",29,"Male",1,"NaN",NA,75000,"USA","White",0
"6214",33,"Female",2,"Marketing Manager",9,135000,"Canada","Black",0
"6215",27,"Male",1,"Software Engineer",3,80000,"Australia","Asian",0
"6216",36,"Female",3,"Research Scientist",13,185000,"USA","Asian",0
"6217",25,"Male",1,"Product Manager",1,60000,"Canada","Black",0
"6218",30,"Female",1,"Marketing Coordinator",5,95000,"UK","Welsh",0
"6219",34,"Male",3,"Research Director",12,170000,"Australia","Australian",0
"6220",28,"Female",1,"Marketing Analyst",NA,65000,"USA","Hispanic",0
"6221",32,"Male",1,"Product Manager",7,120000,"Australia","Asian",0
"6222",24,"Female",0,"Receptionist",0,25000,"UK","Welsh",0
"6223",38,"Male",2,"Marketing Director",14,195000,"Canada","Asian",0
"6224",40,"Female",1,"Financial Manager",16,215000,"Canada","White",0
"6225",27,"Male",1,"NaN",2,55000,"China","Korean",0
"6226",32,"Female",3,"NaN",9,145000,"USA","Asian",0
"6227",29,"Male",1,"Marketing Analyst",4,75000,"UK","Welsh",0
"6228",33,"Female",2,"Marketing Manager",NA,135000,"China","Korean",0
"6229",27,"Male",1,"Software Engineer",3,80000,"UK","Mixed",0
"6230",36,"Female",3,"Research Scientist",NA,185000,"China","Korean",0
"6231",25,"Male",1,"Product Manager",1,NA,"Australia","White",0
"6232",30,"Female",1,"Marketing Coordinator",5,95000,"UK","White",0
"6233",34,"Male",3,"NaN",12,170000,"Canada","White",0
"6234",28,"Female",1,"Marketing Analyst",3,65000,"Australia","White",0
"6235",32,"Male",1,"Product Manager",NA,120000,"Australia","Australian",0
"6236",24,"Female",0,"Receptionist",0,25000,"Australia","Asian",0
"6237",38,"Male",2,"Marketing Director",NA,195000,"USA","Asian",0
"6238",40,"Female",1,"Financial Manager",16,NA,"China","White",0
"6239",27,"Male",1,"Product Designer",2,55000,"China","Chinese",0
"6240",32,"Female",3,"Data Scientist",9,145000,"Australia","White",0
"6241",29,"Male",1,"Marketing Analyst",NA,NA,"China","Chinese",0
"6242",29,"Male",1,"Sales Associate",NA,45000,"USA","Hispanic",0
"6243",45,"Female",2,"Sales Manager",8,80000,"Canada","Black",0
"6244",37,"Male",3,"Marketing Manager",7,90000,"UK","Mixed",0
"6245",23,"Female",0,"Sales Executive",1,35000,"China","Korean",0
"6246",41,"Male",1,"Financial Manager",12,120000,"China","Korean",0
"6247",26,"Female",1,"Digital Marketing Manager",4,60000,"Canada","Black",0
"6248",33,"Male",2,"Content Marketing Manager",5,70000,"Canada","Asian",0
"6249",28,"Female",0,"Sales Representative",3,40000,"China","Korean",0
"6250",50,"Male",3,"Product Marketing Manager",15,150000,"UK","Mixed",1
"6251",35,"Female",1,"Sales Representative",2,35000,"USA","Asian",0
"6252",42,"Male",2,"Director of Marketing",13,130000,"Canada","Asian",0
"6253",27,"Female",1,"Sales Associate",1,35000,"Australia","White",0
"6254",48,"Male",3,"Sales Director",18,180000,"USA","Asian",0
"6255",31,"Female",0,"Financial Manager",4,60000,"Australia","Australian",0
"6256",36,"Male",1,"Sales Manager",6,75000,"UK","Mixed",0
"6257",25,"Female",2,"Digital Marketing Manager",3,NA,"UK","Mixed",0
"6258",39,"Male",3,"Marketing Manager",10,1e+05,"China","Chinese",0
"6259",30,"Female",0,"Sales Executive",2,40000,"Canada","Asian",0
"6260",44,"Male",1,"Content Marketing Manager",11,110000,"USA","White",0
"6261",29,"Female",2,"Sales Representative",4,55000,"China","Korean",0
"6262",47,"Male",3,"Product Marketing Manager",17,170000,"Canada","White",1
"6263",32,"Female",1,"NaN",3,40000,"Australia","Asian",0
"6264",38,"Male",2,"Director of Marketing",9,95000,"Australia","Asian",0
"6265",24,"Female",0,"Sales Associate",1,35000,"China","White",0
"6266",40,"Male",3,"Sales Director",14,140000,"UK","Welsh",0
"6267",34,"Female",1,"Financial Manager",5,70000,"China","White",0
"6268",26,"Male",2,"Digital Marketing Manager",3,50000,"UK","Mixed",0
"6269",31,"Female",3,"Marketing Manager",6,75000,"UK","Mixed",0
"6270",27,"Male",0,"NaN",2,40000,"UK","Welsh",0
"6271",43,"Female",1,"Content Marketing Manager",NA,120000,"Australia","White",0
"6272",28,"Male",2,"Sales Representative",2,40000,"USA","Asian",0
"6273",46,"Female",3,"Product Marketing Manager",16,160000,"USA","Hispanic",1
"6274",33,"Male",1,"Sales Representative",4,55000,"USA","White",0
"6275",39,"Female",2,"Director of Marketing",10,1e+05,"UK","White",0
"6276",25,"Male",0,"Sales Associate",NA,35000,"China","White",0
"6277",41,"Female",1,"Sales Manager",8,80000,"China","Chinese",0
"6278",35,"Male",3,"Marketing Manager",7,90000,"UK","White",0
"6279",23,"Female",1,"Sales Executive",1,35000,"UK","Asian",0
"6280",42,"Male",2,"Financial Manager",13,130000,"Canada","Black",0
"6281",26,"Female",1,"Digital Marketing Manager",4,60000,"Canada","Asian",0
"6282",32,"Male",2,"Content Marketing Manager",5,70000,"UK","Welsh",0
"6283",27,"Female",0,"Sales Representative",3,40000,"Canada","White",0
"6284",50,"Male",3,"Product Marketing Manager",15,150000,"Australia","White",1
"6285",36,"Female",1,"Sales Representative",2,35000,"USA","Hispanic",0
"6286",48,"Male",2,"Director of Marketing",18,180000,"China","Korean",0
"6287",31,"Female",0,"Sales Associate",2,40000,"Australia","Asian",0
"6288",29,"Male",1,"Sales Director",6,75000,"Australia","White",0
"6289",45,"Female",3,"Financial Manager",12,120000,"Australia","Australian",0
"6290",25,"Male",2,"Digital Marketing Manager",3,50000,"UK","White",0
"6291",37,"Female",1,"Marketing Manager",7,90000,"Canada","Black",0
"6292",23,"Male",0,"Sales Executive",1,35000,"Canada","Asian",0
"6293",41,"Female",1,"Content Marketing Manager",11,110000,"Australia","Asian",0
"6294",26,"Male",2,"Sales Representative",3,45000,"UK","Welsh",0
"6295",33,"Female",3,"Product Marketing Manager",5,70000,"China","White",1
"6296",28,"Male",1,"Sales Representative",1,30000,"USA","African American",0
"6297",42,"Female",2,"Director of Marketing",13,130000,"UK","Welsh",0
"6298",27,"Male",0,"Financial Manager",4,60000,"Canada","White",0
"6299",50,"Female",1,"Sales Manager",15,150000,"China","Chinese",0
"6300",35,"Male",3,"Marketing Manager",8,80000,"China","Korean",0
"6301",24,"Female",1,"Sales Executive",1,35000,"China","Chinese",0
"6302",46,"Male",2,"Content Marketing Manager",16,160000,"USA","White",0
"6303",29,"Female",0,"Sales Representative",2,NA,"China","White",0
"6304",47,"Male",3,"Product Marketing Manager",17,170000,"China","White",1
"6305",31,"Female",1,"NaN",3,40000,"USA","Hispanic",0
"6306",38,"Male",2,"Director of Marketing",9,95000,"Australia","Australian",0
"6307",25,"Female",0,"Sales Associate",1,35000,"Australia","Asian",0
"6308",39,"Male",1,"Sales Director",10,1e+05,"Australia","Asian",0
"6309",33,"Female",3,"Financial Manager",5,70000,"Canada","White",0
"6310",27,"Male",2,"NaN",3,50000,"Australia","Australian",0
"6311",43,"Female",1,"Marketing Manager",12,120000,"Australia","Australian",0
"6312",28,"Male",0,"Sales Executive",2,40000,"Canada","Asian",0
"6313",31,"Male",1,"Sales Associate",3,50000,"China","Korean",0
"6314",46,"Female",2,"Marketing Manager",14,140000,"China","Korean",0
"6315",27,"Male",0,"NaN",2,40000,"UK","Asian",0
"6316",38,"Female",1,"Financial Manager",10,1e+05,"UK","Asian",0
"6317",24,"Male",3,"Digital Marketing Manager",NA,30000,"China","White",0
"6318",33,"Female",2,"Content Marketing Manager",6,75000,"USA","Hispanic",0
"6319",29,"Male",0,"Sales Representative",2,NA,"China","Chinese",0
"6320",50,"Female",1,"Sales Manager",18,180000,"Canada","Black",0
"6321",35,"Male",3,"Product Marketing Manager",NA,80000,"UK","Welsh",1
"6322",23,"Female",1,"Sales Executive",1,35000,"China","Chinese",0
"6323",41,"Male",2,"Director of Marketing",12,120000,"Canada","Black",0
"6324",26,"Female",0,"Financial Manager",3,45000,"USA","African American",0
"6325",32,"Male",1,"Sales Director",7,90000,"Canada","Black",0
"6326",27,"Female",3,"Marketing Manager",4,55000,"Canada","Black",0
"6327",43,"Male",2,"Content Marketing Manager",16,160000,"Australia","Asian",0
"6328",28,"Female",1,"Sales Representative",2,40000,"USA","African American",0
"6329",47,"Male",3,"Product Marketing Manager",17,170000,"China","Korean",1
"6330",31,"Female",0,"Sales Representative",3,40000,"UK","Asian",0
"6331",38,"Male",2,"Director of Marketing",9,95000,"Canada","Asian",0
"6332",25,"Female",0,"Sales Associate",1,35000,"Australia","Asian",0
"6333",39,"Male",1,"Sales Manager",11,110000,"Canada","White",0
"6334",33,"Female",3,"Financial Manager",6,75000,"China","Chinese",0
"6335",27,"Male",2,"Digital Marketing Manager",3,50000,"China","White",0
"6336",43,"Female",1,"Marketing Manager",NA,120000,"Canada","Asian",0
"6337",28,"Male",0,"Sales Executive",2,40000,"UK","Welsh",0
"6338",50,"Female",2,"Content Marketing Manager",NA,150000,"China","Korean",0
"6339",36,"Male",1,"Sales Representative",5,70000,"UK","Welsh",0
"6340",48,"Female",3,"Product Marketing Manager",19,190000,"Canada","White",1
"6341",31,"Male",0,"Sales Representative",NA,40000,"China","Chinese",0
"6342",29,"Female",1,"Sales Director",NA,NA,"China","Chinese",0
"6343",45,"Male",2,"Director of Marketing",14,140000,"China","Chinese",0
"6344",25,"Female",0,"Sales Associate",1,35000,"Canada","White",0
"6345",41,"Male",1,"Financial Manager",12,120000,"USA","White",0
"6346",35,"Female",3,"Marketing Manager",8,80000,"Canada","White",0
"6347",23,"Male",1,"Sales Executive",1,35000,"China","White",0
